#name,site,nodeType,description,systemType,code,version,subNetNameSource,subNetDescriptionSource,subNetAreaScaleSource,subNetAreaHeightSource,subNetAreaWidthSource,subNetLatitudeSource,subNetLongitudeSource,subNetIconLatitudeSource,subNetIconLongitudeSource
#Version 4.1
S0205-1,S0205,OLR,,hiT 7300+,S0205-1,5.10,,,-1,-1,-1,,,,
S0206-1,S0206,OLR,,hiT 7300+,S0206-1,5.10,,,-1,-1,-1,,,,
S0207-1,S0207,OLR,,hiT 7300+,S0207-1,5.10,,,-1,-1,-1,,,,
S0208-1,S0208,OLR,,hiT 7300+,S0208-1,5.10,,,-1,-1,-1,,,,
S0209-1,S0209,OLR,,hiT 7300+,S0209-1,5.10,,,-1,-1,-1,,,,
S0210-1,S0210,OLR,,hiT 7300+,S0210-1,5.10,,,-1,-1,-1,,,,
S0211-1,S0211,OLR,,hiT 7300+,S0211-1,5.10,,,-1,-1,-1,,,,
S0212-1,S0212,OLR,,hiT 7300+,S0212-1,5.10,,,-1,-1,-1,,,,
S0213-1,S0213,OLR,,hiT 7300+,S0213-1,5.10,,,-1,-1,-1,,,,
S0214-1,S0214,OLR,,hiT 7300+,S0214-1,5.10,,,-1,-1,-1,,,,
S0215-1,S0215,OLR,,hiT 7300+,S0215-1,5.10,,,-1,-1,-1,,,,
S0216-1,S0216,OLR,,hiT 7300+,S0216-1,5.10,,,-1,-1,-1,,,,
S0217-1,S0217,OLR,,hiT 7300+,S0217-1,5.10,,,-1,-1,-1,,,,
S0218-1,S0218,OLR,,hiT 7300+,S0218-1,5.10,,,-1,-1,-1,,,,
S0219-1,S0219,OLR,,hiT 7300+,S0219-1,5.10,,,-1,-1,-1,,,,
S0220-1,S0220,OLR,,hiT 7300+,S0220-1,5.10,,,-1,-1,-1,,,,
S0221-1,S0221,OLR,,hiT 7300+,S0221-1,5.10,,,-1,-1,-1,,,,
S0222-1,S0222,OLR,,hiT 7300+,S0222-1,5.10,,,-1,-1,-1,,,,
S0223-1,S0223,OLR,,hiT 7300+,S0223-1,5.10,,,-1,-1,-1,,,,
S0224-1,S0224,OLR,,hiT 7300+,S0224-1,5.10,,,-1,-1,-1,,,,
S0225-1,S0225,OLR,,hiT 7300+,S0225-1,5.10,,,-1,-1,-1,,,,
S0226-1,S0226,OLR,,hiT 7300+,S0226-1,5.10,,,-1,-1,-1,,,,
S0227-1,S0227,OLR,,hiT 7300+,S0227-1,5.10,,,-1,-1,-1,,,,
S0228-1,S0228,OLR,,hiT 7300+,S0228-1,5.10,,,-1,-1,-1,,,,
S0229-1,S0229,OLR,,hiT 7300+,S0229-1,5.10,,,-1,-1,-1,,,,
S0230-1,S0230,OLR,,hiT 7300+,S0230-1,5.10,,,-1,-1,-1,,,,
S0231-1,S0231,OLR,,hiT 7300+,S0231-1,5.10,,,-1,-1,-1,,,,
S0232-1,S0232,OLR,,hiT 7300+,S0232-1,5.10,,,-1,-1,-1,,,,
S0233-1,S0233,OLR,,hiT 7300+,S0233-1,5.10,,,-1,-1,-1,,,,
S0234-1,S0234,OLR,,hiT 7300+,S0234-1,5.10,,,-1,-1,-1,,,,
S0235-1,S0235,OLR,,hiT 7300+,S0235-1,5.10,,,-1,-1,-1,,,,
S0236-1,S0236,OLR,,hiT 7300+,S0236-1,5.10,,,-1,-1,-1,,,,
S0237-1,S0237,OLR,,hiT 7300+,S0237-1,5.10,,,-1,-1,-1,,,,
S0238-1,S0238,OLR,,hiT 7300+,S0238-1,5.10,,,-1,-1,-1,,,,
S0239-1,S0239,OLR,,hiT 7300+,S0239-1,5.10,,,-1,-1,-1,,,,
S0240-1,S0240,OLR,,hiT 7300+,S0240-1,5.10,,,-1,-1,-1,,,,
S0241-1,S0241,OLR,,hiT 7300+,S0241-1,5.10,,,-1,-1,-1,,,,
S0242-1,S0242,OLR,,hiT 7300+,S0242-1,5.10,,,-1,-1,-1,,,,
S0243-1,S0243,OLR,,hiT 7300+,S0243-1,5.10,,,-1,-1,-1,,,,
S0244-1,S0244,OLR,,hiT 7300+,S0244-1,5.10,,,-1,-1,-1,,,,
S0245-1,S0245,OLR,,hiT 7300+,S0245-1,5.10,,,-1,-1,-1,,,,
S0246-1,S0246,OLR,,hiT 7300+,S0246-1,5.10,,,-1,-1,-1,,,,
S0247-1,S0247,OLR,,hiT 7300+,S0247-1,5.10,,,-1,-1,-1,,,,
S0248-1,S0248,OLR,,hiT 7300+,S0248-1,5.10,,,-1,-1,-1,,,,
S0249-1,S0249,OLR,,hiT 7300+,S0249-1,5.10,,,-1,-1,-1,,,,
S0250-1,S0250,OLR,,hiT 7300+,S0250-1,5.10,,,-1,-1,-1,,,,
S0251-1,S0251,OLR,,hiT 7300+,S0251-1,5.10,,,-1,-1,-1,,,,
S0252-1,S0252,OLR,,hiT 7300+,S0252-1,5.10,,,-1,-1,-1,,,,
S0253-1,S0253,OLR,,hiT 7300+,S0253-1,5.10,,,-1,-1,-1,,,,
S0254-1,S0254,OLR,,hiT 7300+,S0254-1,5.10,,,-1,-1,-1,,,,
S0255-1,S0255,OLR,,hiT 7300+,S0255-1,5.10,,,-1,-1,-1,,,,
S0256-1,S0256,OLR,,hiT 7300+,S0256-1,5.10,,,-1,-1,-1,,,,
S0257-1,S0257,OLR,,hiT 7300+,S0257-1,5.10,,,-1,-1,-1,,,,
S0258-1,S0258,OLR,,hiT 7300+,S0258-1,5.10,,,-1,-1,-1,,,,
S0259-1,S0259,OLR,,hiT 7300+,S0259-1,5.10,,,-1,-1,-1,,,,
S0260-1,S0260,OLR,,hiT 7300+,S0260-1,5.10,,,-1,-1,-1,,,,
S0261-1,S0261,OLR,,hiT 7300+,S0261-1,5.10,,,-1,-1,-1,,,,
S0262-1,S0262,OLR,,hiT 7300+,S0262-1,5.10,,,-1,-1,-1,,,,
S0263-1,S0263,OLR,,hiT 7300+,S0263-1,5.10,,,-1,-1,-1,,,,
S0264-1,S0264,OLR,,hiT 7300+,S0264-1,5.10,,,-1,-1,-1,,,,
S0265-1,S0265,OLR,,hiT 7300+,S0265-1,5.10,,,-1,-1,-1,,,,
S0266-1,S0266,OLR,,hiT 7300+,S0266-1,5.10,,,-1,-1,-1,,,,
S0267-1,S0267,OLR,,hiT 7300+,S0267-1,5.10,,,-1,-1,-1,,,,
S0268-1,S0268,OLR,,hiT 7300+,S0268-1,5.10,,,-1,-1,-1,,,,
S0269-1,S0269,OLR,,hiT 7300+,S0269-1,5.10,,,-1,-1,-1,,,,
S0270-1,S0270,OLR,,hiT 7300+,S0270-1,5.10,,,-1,-1,-1,,,,
S0271-1,S0271,OLR,,hiT 7300+,S0271-1,5.10,,,-1,-1,-1,,,,
S0272-1,S0272,OLR,,hiT 7300+,S0272-1,5.10,,,-1,-1,-1,,,,
S0273-1,S0273,OLR,,hiT 7300+,S0273-1,5.10,,,-1,-1,-1,,,,
S0274-1,S0274,OLR,,hiT 7300+,S0274-1,5.10,,,-1,-1,-1,,,,
S0275-1,S0275,OLR,,hiT 7300+,S0275-1,5.10,,,-1,-1,-1,,,,
S0276-1,S0276,OLR,,hiT 7300+,S0276-1,5.10,,,-1,-1,-1,,,,
S0277-1,S0277,OLR,,hiT 7300+,S0277-1,5.10,,,-1,-1,-1,,,,
S0278-1,S0278,OLR,,hiT 7300+,S0278-1,5.10,,,-1,-1,-1,,,,
S0279-1,S0279,OLR,,hiT 7300+,S0279-1,5.10,,,-1,-1,-1,,,,
S0280-1,S0280,OLR,,hiT 7300+,S0280-1,5.10,,,-1,-1,-1,,,,
S0281-1,S0281,OLR,,hiT 7300+,S0281-1,5.10,,,-1,-1,-1,,,,
S0282-1,S0282,OLR,,hiT 7300+,S0282-1,5.10,,,-1,-1,-1,,,,
S0283-1,S0283,OLR,,hiT 7300+,S0283-1,5.10,,,-1,-1,-1,,,,
S0284-1,S0284,OLR,,hiT 7300+,S0284-1,5.10,,,-1,-1,-1,,,,
S0285-1,S0285,OLR,,hiT 7300+,S0285-1,5.10,,,-1,-1,-1,,,,
S0286-1,S0286,OLR,,hiT 7300+,S0286-1,5.10,,,-1,-1,-1,,,,
S0287-1,S0287,OLR,,hiT 7300+,S0287-1,5.10,,,-1,-1,-1,,,,
S0288-1,S0288,OLR,,hiT 7300+,S0288-1,5.10,,,-1,-1,-1,,,,
S0289-1,S0289,OLR,,hiT 7300+,S0289-1,5.10,,,-1,-1,-1,,,,
S0290-1,S0290,OLR,,hiT 7300+,S0290-1,5.10,,,-1,-1,-1,,,,
S0291-1,S0291,OLR,,hiT 7300+,S0291-1,5.10,,,-1,-1,-1,,,,
S0292-1,S0292,OLR,,hiT 7300+,S0292-1,5.10,,,-1,-1,-1,,,,
S0293-1,S0293,OLR,,hiT 7300+,S0293-1,5.10,,,-1,-1,-1,,,,
S0294-1,S0294,OLR,,hiT 7300+,S0294-1,5.10,,,-1,-1,-1,,,,
S0295-1,S0295,OLR,,hiT 7300+,S0295-1,5.10,,,-1,-1,-1,,,,
S0296-1,S0296,OLR,,hiT 7300+,S0296-1,5.10,,,-1,-1,-1,,,,
S0297-1,S0297,OLR,,hiT 7300+,S0297-1,5.10,,,-1,-1,-1,,,,
S0298-1,S0298,OLR,,hiT 7300+,S0298-1,5.10,,,-1,-1,-1,,,,
S0299-1,S0299,OLR,,hiT 7300+,S0299-1,5.10,,,-1,-1,-1,,,,
S0300-1,S0300,OLR,,hiT 7300+,S0300-1,5.10,,,-1,-1,-1,,,,
S0301-1,S0301,OLR,,hiT 7300+,S0301-1,5.10,,,-1,-1,-1,,,,
S0302-1,S0302,OLR,,hiT 7300+,S0302-1,5.10,,,-1,-1,-1,,,,
S0303-1,S0303,OLR,,hiT 7300+,S0303-1,5.10,,,-1,-1,-1,,,,
S0304-1,S0304,OLR,,hiT 7300+,S0304-1,5.10,,,-1,-1,-1,,,,
S0305-1,S0305,OLR,,hiT 7300+,S0305-1,5.10,,,-1,-1,-1,,,,
S0306-1,S0306,OLR,,hiT 7300+,S0306-1,5.10,,,-1,-1,-1,,,,
S0307-1,S0307,OLR,,hiT 7300+,S0307-1,5.10,,,-1,-1,-1,,,,
S0308-1,S0308,OLR,,hiT 7300+,S0308-1,5.10,,,-1,-1,-1,,,,
S0309-1,S0309,OLR,,hiT 7300+,S0309-1,5.10,,,-1,-1,-1,,,,
S0310-1,S0310,OLR,,hiT 7300+,S0310-1,5.10,,,-1,-1,-1,,,,
S0311-1,S0311,OLR,,hiT 7300+,S0311-1,5.10,,,-1,-1,-1,,,,
S0312-1,S0312,OLR,,hiT 7300+,S0312-1,5.10,,,-1,-1,-1,,,,
S0313-1,S0313,OLR,,hiT 7300+,S0313-1,5.10,,,-1,-1,-1,,,,
S0314-1,S0314,OLR,,hiT 7300+,S0314-1,5.10,,,-1,-1,-1,,,,
S0315-1,S0315,OLR,,hiT 7300+,S0315-1,5.10,,,-1,-1,-1,,,,
S0316-1,S0316,OLR,,hiT 7300+,S0316-1,5.10,,,-1,-1,-1,,,,
S0317-1,S0317,OLR,,hiT 7300+,S0317-1,5.10,,,-1,-1,-1,,,,
S0318-1,S0318,OLR,,hiT 7300+,S0318-1,5.10,,,-1,-1,-1,,,,
S0319-1,S0319,OLR,,hiT 7300+,S0319-1,5.10,,,-1,-1,-1,,,,
S0320-1,S0320,OLR,,hiT 7300+,S0320-1,5.10,,,-1,-1,-1,,,,
S0321-1,S0321,OLR,,hiT 7300+,S0321-1,5.10,,,-1,-1,-1,,,,
S0322-1,S0322,OLR,,hiT 7300+,S0322-1,5.10,,,-1,-1,-1,,,,
S0323-1,S0323,OLR,,hiT 7300+,S0323-1,5.10,,,-1,-1,-1,,,,
S0324-1,S0324,OLR,,hiT 7300+,S0324-1,5.10,,,-1,-1,-1,,,,
S0325-1,S0325,OLR,,hiT 7300+,S0325-1,5.10,,,-1,-1,-1,,,,
S0326-1,S0326,OLR,,hiT 7300+,S0326-1,5.10,,,-1,-1,-1,,,,
S0327-1,S0327,OLR,,hiT 7300+,S0327-1,5.10,,,-1,-1,-1,,,,
S0328-1,S0328,OLR,,hiT 7300+,S0328-1,5.10,,,-1,-1,-1,,,,
S0329-1,S0329,OLR,,hiT 7300+,S0329-1,5.10,,,-1,-1,-1,,,,
S0330-1,S0330,OLR,,hiT 7300+,S0330-1,5.10,,,-1,-1,-1,,,,
S0331-1,S0331,OLR,,hiT 7300+,S0331-1,5.10,,,-1,-1,-1,,,,
S0332-1,S0332,OLR,,hiT 7300+,S0332-1,5.10,,,-1,-1,-1,,,,
S0333-1,S0333,OLR,,hiT 7300+,S0333-1,5.10,,,-1,-1,-1,,,,
S0334-1,S0334,OLR,,hiT 7300+,S0334-1,5.10,,,-1,-1,-1,,,,
S0335-1,S0335,OLR,,hiT 7300+,S0335-1,5.10,,,-1,-1,-1,,,,
S0336-1,S0336,OLR,,hiT 7300+,S0336-1,5.10,,,-1,-1,-1,,,,
S0337-1,S0337,OLR,,hiT 7300+,S0337-1,5.10,,,-1,-1,-1,,,,
S0338-1,S0338,OLR,,hiT 7300+,S0338-1,5.10,,,-1,-1,-1,,,,
S0339-1,S0339,OLR,,hiT 7300+,S0339-1,5.10,,,-1,-1,-1,,,,
S0340-1,S0340,OLR,,hiT 7300+,S0340-1,5.10,,,-1,-1,-1,,,,
S0341-1,S0341,OLR,,hiT 7300+,S0341-1,5.10,,,-1,-1,-1,,,,
S0342-1,S0342,OLR,,hiT 7300+,S0342-1,5.10,,,-1,-1,-1,,,,
S0343-1,S0343,OLR,,hiT 7300+,S0343-1,5.10,,,-1,-1,-1,,,,
S0344-1,S0344,OLR,,hiT 7300+,S0344-1,5.10,,,-1,-1,-1,,,,
S0345-1,S0345,OLR,,hiT 7300+,S0345-1,5.10,,,-1,-1,-1,,,,
S0346-1,S0346,OLR,,hiT 7300+,S0346-1,5.10,,,-1,-1,-1,,,,
S0347-1,S0347,OLR,,hiT 7300+,S0347-1,5.10,,,-1,-1,-1,,,,
S0348-1,S0348,OLR,,hiT 7300+,S0348-1,5.10,,,-1,-1,-1,,,,
S0349-1,S0349,OLR,,hiT 7300+,S0349-1,5.10,,,-1,-1,-1,,,,
S0350-1,S0350,OLR,,hiT 7300+,S0350-1,5.10,,,-1,-1,-1,,,,
S0351-1,S0351,OLR,,hiT 7300+,S0351-1,5.10,,,-1,-1,-1,,,,
S0352-1,S0352,OLR,,hiT 7300+,S0352-1,5.10,,,-1,-1,-1,,,,
S0353-1,S0353,OLR,,hiT 7300+,S0353-1,5.10,,,-1,-1,-1,,,,
S0354-1,S0354,OLR,,hiT 7300+,S0354-1,5.10,,,-1,-1,-1,,,,
S0355-1,S0355,OLR,,hiT 7300+,S0355-1,5.10,,,-1,-1,-1,,,,
S0356-1,S0356,OLR,,hiT 7300+,S0356-1,5.10,,,-1,-1,-1,,,,
S0357-1,S0357,OLR,,hiT 7300+,S0357-1,5.10,,,-1,-1,-1,,,,
S0358-1,S0358,OLR,,hiT 7300+,S0358-1,5.10,,,-1,-1,-1,,,,
S0359-1,S0359,OLR,,hiT 7300+,S0359-1,5.10,,,-1,-1,-1,,,,
S0360-1,S0360,OLR,,hiT 7300+,S0360-1,5.10,,,-1,-1,-1,,,,
S0361-1,S0361,OLR,,hiT 7300+,S0361-1,5.10,,,-1,-1,-1,,,,
S0362-1,S0362,OLR,,hiT 7300+,S0362-1,5.10,,,-1,-1,-1,,,,
S0363-1,S0363,OLR,,hiT 7300+,S0363-1,5.10,,,-1,-1,-1,,,,
S0364-1,S0364,OLR,,hiT 7300+,S0364-1,5.10,,,-1,-1,-1,,,,
S0365-1,S0365,OLR,,hiT 7300+,S0365-1,5.10,,,-1,-1,-1,,,,
S0366-1,S0366,OLR,,hiT 7300+,S0366-1,5.10,,,-1,-1,-1,,,,
S0367-1,S0367,OLR,,hiT 7300+,S0367-1,5.10,,,-1,-1,-1,,,,
S0368-1,S0368,OLR,,hiT 7300+,S0368-1,5.10,,,-1,-1,-1,,,,
S0369-1,S0369,OLR,,hiT 7300+,S0369-1,5.10,,,-1,-1,-1,,,,
S0370-1,S0370,OLR,,hiT 7300+,S0370-1,5.10,,,-1,-1,-1,,,,
S0371-1,S0371,OLR,,hiT 7300+,S0371-1,5.10,,,-1,-1,-1,,,,
S0372-1,S0372,OLR,,hiT 7300+,S0372-1,5.10,,,-1,-1,-1,,,,
S0373-1,S0373,OLR,,hiT 7300+,S0373-1,5.10,,,-1,-1,-1,,,,
S0374-1,S0374,OLR,,hiT 7300+,S0374-1,5.10,,,-1,-1,-1,,,,
S0375-1,S0375,OLR,,hiT 7300+,S0375-1,5.10,,,-1,-1,-1,,,,
S0376-1,S0376,OLR,,hiT 7300+,S0376-1,5.10,,,-1,-1,-1,,,,
S0377-1,S0377,OLR,,hiT 7300+,S0377-1,5.10,,,-1,-1,-1,,,,
S0378-1,S0378,OLR,,hiT 7300+,S0378-1,5.10,,,-1,-1,-1,,,,
S0379-1,S0379,OLR,,hiT 7300+,S0379-1,5.10,,,-1,-1,-1,,,,
S0380-1,S0380,OLR,,hiT 7300+,S0380-1,5.10,,,-1,-1,-1,,,,
S0381-1,S0381,OLR,,hiT 7300+,S0381-1,5.10,,,-1,-1,-1,,,,
S0382-1,S0382,OLR,,hiT 7300+,S0382-1,5.10,,,-1,-1,-1,,,,
S0383-1,S0383,OLR,,hiT 7300+,S0383-1,5.10,,,-1,-1,-1,,,,
S0384-1,S0384,OLR,,hiT 7300+,S0384-1,5.10,,,-1,-1,-1,,,,
S0385-1,S0385,OLR,,hiT 7300+,S0385-1,5.10,,,-1,-1,-1,,,,
S0386-1,S0386,OLR,,hiT 7300+,S0386-1,5.10,,,-1,-1,-1,,,,
S0387-1,S0387,OLR,,hiT 7300+,S0387-1,5.10,,,-1,-1,-1,,,,
S0388-1,S0388,OLR,,hiT 7300+,S0388-1,5.10,,,-1,-1,-1,,,,
S0389-1,S0389,OLR,,hiT 7300+,S0389-1,5.10,,,-1,-1,-1,,,,
S0390-1,S0390,OLR,,hiT 7300+,S0390-1,5.10,,,-1,-1,-1,,,,
S0391-1,S0391,OLR,,hiT 7300+,S0391-1,5.10,,,-1,-1,-1,,,,
S0392-1,S0392,OLR,,hiT 7300+,S0392-1,5.10,,,-1,-1,-1,,,,
S0393-1,S0393,OLR,,hiT 7300+,S0393-1,5.10,,,-1,-1,-1,,,,
S0394-1,S0394,OLR,,hiT 7300+,S0394-1,5.10,,,-1,-1,-1,,,,
S0395-1,S0395,OLR,,hiT 7300+,S0395-1,5.10,,,-1,-1,-1,,,,
S0396-1,S0396,OLR,,hiT 7300+,S0396-1,5.10,,,-1,-1,-1,,,,
S0397-1,S0397,OLR,,hiT 7300+,S0397-1,5.10,,,-1,-1,-1,,,,
S0398-1,S0398,OLR,,hiT 7300+,S0398-1,5.10,,,-1,-1,-1,,,,
S0399-1,S0399,OLR,,hiT 7300+,S0399-1,5.10,,,-1,-1,-1,,,,
S0400-1,S0400,OLR,,hiT 7300+,S0400-1,5.10,,,-1,-1,-1,,,,
S0401-1,S0401,OLR,,hiT 7300+,S0401-1,5.10,,,-1,-1,-1,,,,
S0402-1,S0402,OLR,,hiT 7300+,S0402-1,5.10,,,-1,-1,-1,,,,
S0403-1,S0403,OLR,,hiT 7300+,S0403-1,5.10,,,-1,-1,-1,,,,
S0404-1,S0404,OLR,,hiT 7300+,S0404-1,5.10,,,-1,-1,-1,,,,
S0405-1,S0405,OLR,,hiT 7300+,S0405-1,5.10,,,-1,-1,-1,,,,
S0406-1,S0406,OLR,,hiT 7300+,S0406-1,5.10,,,-1,-1,-1,,,,
S0407-1,S0407,OLR,,hiT 7300+,S0407-1,5.10,,,-1,-1,-1,,,,
S0408-1,S0408,OLR,,hiT 7300+,S0408-1,5.10,,,-1,-1,-1,,,,
S0409-1,S0409,OLR,,hiT 7300+,S0409-1,5.10,,,-1,-1,-1,,,,
S0410-1,S0410,OLR,,hiT 7300+,S0410-1,5.10,,,-1,-1,-1,,,,
S0411-1,S0411,OLR,,hiT 7300+,S0411-1,5.10,,,-1,-1,-1,,,,
S0412-1,S0412,OLR,,hiT 7300+,S0412-1,5.10,,,-1,-1,-1,,,,
S0413-1,S0413,OLR,,hiT 7300+,S0413-1,5.10,,,-1,-1,-1,,,,
S0414-1,S0414,OLR,,hiT 7300+,S0414-1,5.10,,,-1,-1,-1,,,,
S0415-1,S0415,OLR,,hiT 7300+,S0415-1,5.10,,,-1,-1,-1,,,,
S0416-1,S0416,OLR,,hiT 7300+,S0416-1,5.10,,,-1,-1,-1,,,,
S0417-1,S0417,OLR,,hiT 7300+,S0417-1,5.10,,,-1,-1,-1,,,,
S0418-1,S0418,OLR,,hiT 7300+,S0418-1,5.10,,,-1,-1,-1,,,,
S0419-1,S0419,OLR,,hiT 7300+,S0419-1,5.10,,,-1,-1,-1,,,,
S0420-1,S0420,OLR,,hiT 7300+,S0420-1,5.10,,,-1,-1,-1,,,,
S0421-1,S0421,OLR,,hiT 7300+,S0421-1,5.10,,,-1,-1,-1,,,,
S0422-1,S0422,OLR,,hiT 7300+,S0422-1,5.10,,,-1,-1,-1,,,,
S0423-1,S0423,OLR,,hiT 7300+,S0423-1,5.10,,,-1,-1,-1,,,,
S0424-1,S0424,OLR,,hiT 7300+,S0424-1,5.10,,,-1,-1,-1,,,,
S0425-1,S0425,OLR,,hiT 7300+,S0425-1,5.10,,,-1,-1,-1,,,,
S0426-1,S0426,OLR,,hiT 7300+,S0426-1,5.10,,,-1,-1,-1,,,,
S0427-1,S0427,OLR,,hiT 7300+,S0427-1,5.10,,,-1,-1,-1,,,,
S0428-1,S0428,OLR,,hiT 7300+,S0428-1,5.10,,,-1,-1,-1,,,,
S0429-1,S0429,OLR,,hiT 7300+,S0429-1,5.10,,,-1,-1,-1,,,,
S0430-1,S0430,OLR,,hiT 7300+,S0430-1,5.10,,,-1,-1,-1,,,,
S0431-1,S0431,OLR,,hiT 7300+,S0431-1,5.10,,,-1,-1,-1,,,,
S0432-1,S0432,OLR,,hiT 7300+,S0432-1,5.10,,,-1,-1,-1,,,,
S0433-1,S0433,OLR,,hiT 7300+,S0433-1,5.10,,,-1,-1,-1,,,,
S0434-1,S0434,OLR,,hiT 7300+,S0434-1,5.10,,,-1,-1,-1,,,,
S0435-1,S0435,OLR,,hiT 7300+,S0435-1,5.10,,,-1,-1,-1,,,,
S0436-1,S0436,OLR,,hiT 7300+,S0436-1,5.10,,,-1,-1,-1,,,,
S0437-1,S0437,OLR,,hiT 7300+,S0437-1,5.10,,,-1,-1,-1,,,,
