#name,startNode,endNode,backname,mode,fiberType,length,measuredLossC,fixFiberMargin,measuredDispersionLambdaRefC,measuredDispersionSlopeC,measuredPmd,lossesToNode,lossesFromNode,deltaRamanGain,estimatedLossC,estimatedDispersionLambdaRefC,estimatedDispersionSlopeC,estimatedPmd,sharedRiskLinkGroup,startNodeType,endNodeType,startSiteLatitudeDeg,startSiteLatitudeMin,startSiteLatitudeSec,startSiteLongitudeDeg,startSiteLongitudeMin,startSiteLongitudeSec,endSiteLatitudeDeg,endSiteLatitudeMin,endSiteLatitudeSec,endSiteLongitudeDeg,endSiteLongitudeMin,endSiteLongitudeSec,startNode.version,endNode.version,startNode.systemType,endNode.systemType,subNetNameSource,subNetDescriptionSource,subNetAreaScaleSource,subNetAreaHeightSource,subNetAreaWidthSource,subNetLatitudeSource,subNetLongitudeSource,subNetIconLatitudeSource,subNetIconLongitudeSource,subNetNameTarget,subNetDescriptionTarget,subNetAreaScaleTarget,subNetAreaHeightTarget,subNetAreaWidthTarget,subNetLatitudeTarget,subNetLongitudeTarget,subNetIconLatitudeTarget,subNetIconLongitudeTarget,dhcpPoolDomainName
#Version 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0179,S0076-1,Philadelphia,F0180,Auto,SSMF,19.19,4.0299,0,1680,0.058,0.5,0.25,0.25,0,4.0299,1680,0.058,0.5,,OLR,ONN-X96,39,58,26,-75,-48,-26,40,0,36,-75,-7,-48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0180,Philadelphia,S0076-1,F0179,Auto,SSMF,19.19,4.0299,0,1680,0.058,0.5,0.25,0.25,0,4.0299,1680,0.058,0.5,,ONN-X96,OLR,40,0,36,-75,-7,-48,39,58,26,-75,-48,-26,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0841,S0344-1,Philadelphia,F0842,Auto,SSMF,56.06,11.7726,0,1680,0.058,0.5,0.25,0.25,0,11.7726,1680,0.058,0.5,,OLR,ONN-X96,40,25,37,-74,-43,-12,40,0,36,-75,-7,-48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0842,Philadelphia,S0344-1,F0841,Auto,SSMF,56.06,11.7726,0,1680,0.058,0.5,0.25,0.25,0,11.7726,1680,0.058,0.5,,ONN-X96,OLR,40,0,36,-75,-7,-48,40,25,37,-74,-43,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0913,Philadelphia,S0373-1,F0914,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,ONN-X96,OLR,40,0,36,-75,-7,-48,40,29,0,-75,-25,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0914,S0373-1,Philadelphia,F0913,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,OLR,ONN-X96,40,29,0,-75,-25,-12,40,0,36,-75,-7,-48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0691,S0286-1,Phoenix,F0692,Auto,SSMF,15.9,3.339,0,1680,0.058,0.5,0.25,0.25,0,3.339,1680,0.058,0.5,,OLR,ONN-X96,33,58,44,-112,-35,-57,33,32,24,-112,-4,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0692,Phoenix,S0286-1,F0691,Auto,SSMF,15.9,3.339,0,1680,0.058,0.5,0.25,0.25,0,3.339,1680,0.058,0.5,,ONN-X96,OLR,33,32,24,-112,-4,-12,33,58,44,-112,-35,-57,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0919,Phoenix,S0375-1,F0920,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,ONN-X96,OLR,33,32,24,-112,-4,-12,33,24,12,-112,-42,-23,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0920,S0375-1,Phoenix,F0919,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,OLR,ONN-X96,33,24,12,-112,-42,-23,33,32,24,-112,-4,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0935,Phoenix,S0382-1,F0936,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,ONN-X96,OLR,33,32,24,-112,-4,-12,33,1,27,-111,-40,-36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0936,S0382-1,Phoenix,F0935,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,OLR,ONN-X96,33,1,27,-111,-40,-36,33,32,24,-112,-4,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0189,S0080-1,Pittsburgh,F0190,Auto,SSMF,64.82,13.6122,0,1680,0.058,0.5,0.25,0.25,0,13.6122,1680,0.058,0.5,,OLR,ONN-X96,40,6,0,-79,-22,-55,40,17,60,-80,-7,-48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0190,Pittsburgh,S0080-1,F0189,Auto,SSMF,64.82,13.6122,0,1680,0.058,0.5,0.25,0.25,0,13.6122,1680,0.058,0.5,,ONN-X96,OLR,40,17,60,-80,-7,-48,40,6,0,-79,-22,-55,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0441,S0182-1,Pittsburgh,F0442,Auto,SSMF,54.71,11.4891,0,1680,0.058,0.5,0.25,0.25,0,11.4891,1680,0.058,0.5,,OLR,ONN-X96,40,18,27,-80,-51,-52,40,17,60,-80,-7,-48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0442,Pittsburgh,S0182-1,F0441,Auto,SSMF,54.71,11.4891,0,1680,0.058,0.5,0.25,0.25,0,11.4891,1680,0.058,0.5,,ONN-X96,OLR,40,17,60,-80,-7,-48,40,18,27,-80,-51,-52,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0941,Pittsburgh,S0384-1,F0942,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,ONN-X96,OLR,40,17,60,-80,-7,-48,40,37,38,-79,-16,-29,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0942,S0384-1,Pittsburgh,F0941,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,OLR,ONN-X96,40,37,38,-79,-16,-29,40,17,60,-80,-7,-48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0953,Portland,S0389-1,F0954,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,ONN-X96,OLR,45,32,24,-122,-39,-36,44,56,4,-122,-38,-51,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0954,S0389-1,Portland,F0953,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,OLR,ONN-X96,44,56,4,-122,-38,-51,45,32,24,-122,-39,-36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0977,Portland,S0400-1,F0978,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,ONN-X96,OLR,45,32,24,-122,-39,-36,45,22,54,-121,-55,-52,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0978,S0400-1,Portland,F0977,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,OLR,ONN-X96,45,22,54,-121,-55,-52,45,32,24,-122,-39,-36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1009,Portland,S0415-1,F1010,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,ONN-X96,OLR,45,32,24,-122,-39,-36,46,6,42,-122,-38,-51,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1010,S0415-1,Portland,F1009,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,OLR,ONN-X96,46,6,42,-122,-38,-51,45,32,24,-122,-39,-36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0637,S0264-1,Providence,F0638,Auto,SSMF,45.56,9.5676,0,1680,0.058,0.5,0.25,0.25,0,9.5676,1680,0.058,0.5,,OLR,ONN-X96,41,48,37,-72,-6,-3,41,49,12,-71,-25,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0638,Providence,S0264-1,F0637,Auto,SSMF,45.56,9.5676,0,1680,0.058,0.5,0.25,0.25,0,9.5676,1680,0.058,0.5,,ONN-X96,OLR,41,49,12,-71,-25,-12,41,48,37,-72,-6,-3,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0357,S0150-1,Raleigh,F0358,Auto,SSMF,30.18,6.3378,0,1680,0.058,0.5,0.25,0.25,0,6.3378,1680,0.058,0.5,,OLR,ONN-X96,35,24,28,-78,-46,-50,35,49,12,-78,-39,-36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0358,Raleigh,S0150-1,F0357,Auto,SSMF,30.18,6.3378,0,1680,0.058,0.5,0.25,0.25,0,6.3378,1680,0.058,0.5,,ONN-X96,OLR,35,49,12,-78,-39,-36,35,24,28,-78,-46,-50,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0619,S0258-1,Raleigh,F0620,Auto,SSMF,51.1,10.731,0,1680,0.058,0.5,0.25,0.25,0,10.731,1680,0.058,0.5,,OLR,ONN-X96,36,0,34,-79,-17,-58,35,49,12,-78,-39,-36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0620,Raleigh,S0258-1,F0619,Auto,SSMF,51.1,10.731,0,1680,0.058,0.5,0.25,0.25,0,10.731,1680,0.058,0.5,,ONN-X96,OLR,35,49,12,-78,-39,-36,36,0,34,-79,-17,-58,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0849,S0347-1,Raleigh,F0850,Auto,SSMF,58.66,12.3186,0,1680,0.058,0.5,0.25,0.25,0,12.3186,1680,0.058,0.5,,OLR,ONN-X96,35,58,59,-77,-60,-23,35,49,12,-78,-39,-36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0850,Raleigh,S0347-1,F0849,Auto,SSMF,58.66,12.3186,0,1680,0.058,0.5,0.25,0.25,0,12.3186,1680,0.058,0.5,,ONN-X96,OLR,35,49,12,-78,-39,-36,35,58,59,-77,-60,-23,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0627,S0261-1,Richmond,F0628,Auto,SSMF,77.9,16.359,0,1680,0.058,0.5,0.25,0.25,0,16.359,1680,0.058,0.5,,OLR,ONN-X96,37,11,12,-78,-5,-19,37,31,48,-77,-28,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0628,Richmond,S0261-1,F0627,Auto,SSMF,77.9,16.359,0,1680,0.058,0.5,0.25,0.25,0,16.359,1680,0.058,0.5,,ONN-X96,OLR,37,31,48,-77,-28,-12,37,11,12,-78,-5,-19,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1017,Richmond,S0418-1,F1018,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,ONN-X96,OLR,37,31,48,-77,-28,-12,37,58,11,-77,-25,-47,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1018,S0418-1,Richmond,F1017,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,OLR,ONN-X96,37,58,11,-77,-25,-47,37,31,48,-77,-28,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0335,S0141-1,Rochester,F0336,Auto,SSMF,46.63,9.7923,0,1680,0.058,0.5,0.25,0.25,0,9.7923,1680,0.058,0.5,,OLR,ONN-X96,43,3,24,-78,-19,-39,43,10,12,-77,-37,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0336,Rochester,S0141-1,F0335,Auto,SSMF,46.63,9.7923,0,1680,0.058,0.5,0.25,0.25,0,9.7923,1680,0.058,0.5,,ONN-X96,OLR,43,10,12,-77,-37,-12,43,3,24,-78,-19,-39,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1023,Rochester,S0420-1,F1024,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,ONN-X96,OLR,43,10,12,-77,-37,-12,43,8,27,-76,-55,-9,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1024,S0420-1,Rochester,F1023,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,OLR,ONN-X96,43,8,27,-76,-55,-9,43,10,12,-77,-37,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0865,S0353-1,Sacramento,F0866,Auto,SSMF,52.65,11.0565,0,1680,0.058,0.5,0.25,0.25,0,11.0565,1680,0.058,0.5,,OLR,ONN-X96,38,25,46,-121,-54,-23,38,34,12,-121,-28,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0866,Sacramento,S0353-1,F0865,Auto,SSMF,52.65,11.0565,0,1680,0.058,0.5,0.25,0.25,0,11.0565,1680,0.058,0.5,,ONN-X96,OLR,38,34,12,-121,-28,-12,38,25,46,-121,-54,-23,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0975,S0399-1,Sacramento,F0976,Auto,SSMF,57.74,12.1254,0,1680,0.058,0.5,0.25,0.25,0,12.1254,1680,0.058,0.5,,OLR,ONN-X96,39,17,43,-121,-36,-35,38,34,12,-121,-28,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0976,Sacramento,S0399-1,F0975,Auto,SSMF,57.74,12.1254,0,1680,0.058,0.5,0.25,0.25,0,12.1254,1680,0.058,0.5,,ONN-X96,OLR,38,34,12,-121,-28,-12,39,17,43,-121,-36,-35,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0497,S0206-1,SaltLakeCity,F0498,Auto,SSMF,11.27,2.3667,0,1680,0.058,0.5,0.25,0.25,0,2.3667,1680,0.058,0.5,,OLR,ONN-X96,40,47,45,-111,-7,-59,40,46,48,-111,-55,-48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0498,SaltLakeCity,S0206-1,F0497,Auto,SSMF,11.27,2.3667,0,1680,0.058,0.5,0.25,0.25,0,2.3667,1680,0.058,0.5,,ONN-X96,OLR,40,46,48,-111,-55,-48,40,47,45,-111,-7,-59,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0709,S0294-1,SaltLakeCity,F0710,Auto,SSMF,60.0,12.6,0,1680,0.058,0.5,0.25,0.25,0,12.6,1680,0.058,0.5,,OLR,ONN-X96,40,20,43,-112,-16,-41,40,46,48,-111,-55,-48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0710,SaltLakeCity,S0294-1,F0709,Auto,SSMF,60.0,12.6,0,1680,0.058,0.5,0.25,0.25,0,12.6,1680,0.058,0.5,,ONN-X96,OLR,40,46,48,-111,-55,-48,40,20,43,-112,-16,-41,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0895,S0367-1,SaltLakeCity,F0896,Auto,SSMF,15.72,3.3012,0,1680,0.058,0.5,0.25,0.25,0,3.3012,1680,0.058,0.5,,OLR,ONN-X96,40,47,0,-112,-35,-27,40,46,48,-111,-55,-48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0896,SaltLakeCity,S0367-1,F0895,Auto,SSMF,15.72,3.3012,0,1680,0.058,0.5,0.25,0.25,0,3.3012,1680,0.058,0.5,,ONN-X96,OLR,40,46,48,-111,-55,-48,40,47,0,-112,-35,-27,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1007,S0414-1,SaltLakeCity,F1008,Auto,SSMF,21.19,4.4499,0,1680,0.058,0.5,0.25,0.25,0,4.4499,1680,0.058,0.5,,OLR,ONN-X96,41,12,21,-112,-19,-39,40,46,48,-111,-55,-48,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1008,SaltLakeCity,S0414-1,F1007,Auto,SSMF,21.19,4.4499,0,1680,0.058,0.5,0.25,0.25,0,4.4499,1680,0.058,0.5,,ONN-X96,OLR,40,46,48,-111,-55,-48,41,12,21,-112,-19,-39,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0173,S0074-1,SanAntonio,F0174,Auto,SSMF,63.55,13.3455,0,1680,0.058,0.5,0.25,0.25,0,13.3455,1680,0.058,0.5,,OLR,ONN-X96,29,53,29,-98,-10,-9,29,27,36,-98,-30,-36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0174,SanAntonio,S0074-1,F0173,Auto,SSMF,63.55,13.3455,0,1680,0.058,0.5,0.25,0.25,0,13.3455,1680,0.058,0.5,,ONN-X96,OLR,29,27,36,-98,-30,-36,29,53,29,-98,-10,-9,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0551,S0230-1,SanAntonio,F0552,Auto,SSMF,4.45,0.9345,0,1680,0.058,0.5,0.25,0.25,0,0.9345,1680,0.058,0.5,,OLR,ONN-X96,29,32,53,-99,-20,-49,29,27,36,-98,-30,-36,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0552,SanAntonio,S0230-1,F0551,Auto,SSMF,4.45,0.9345,0,1680,0.058,0.5,0.25,0.25,0,0.9345,1680,0.058,0.5,,ONN-X96,OLR,29,27,36,-98,-30,-36,29,32,53,-99,-20,-49,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0725,S0299-1,SanDiego,F0726,Auto,SSMF,63.84,13.4064,0,1680,0.058,0.5,0.25,0.25,0,13.4064,1680,0.058,0.5,,OLR,ONN-X96,33,22,32,-117,-18,-37,32,48,36,-117,-8,-24,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0726,SanDiego,S0299-1,F0725,Auto,SSMF,63.84,13.4064,0,1680,0.058,0.5,0.25,0.25,0,13.4064,1680,0.058,0.5,,ONN-X96,OLR,32,48,36,-117,-8,-24,33,22,32,-117,-18,-37,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0933,S0381-1,SanDiego,F0934,Auto,SSMF,14.68,3.0828,0,1680,0.058,0.5,0.25,0.25,0,3.0828,1680,0.058,0.5,,OLR,ONN-X96,32,50,15,-116,-32,-10,32,48,36,-117,-8,-24,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0934,SanDiego,S0381-1,F0933,Auto,SSMF,14.68,3.0828,0,1680,0.058,0.5,0.25,0.25,0,3.0828,1680,0.058,0.5,,ONN-X96,OLR,32,48,36,-117,-8,-24,32,50,15,-116,-32,-10,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1027,SanFrancisco,SanJose,F1028,Auto,SSMF,77.16,16.2036,0,1680,0.058,0.5,0.25,0.25,0,16.2036,1680,0.058,0.5,,ONN-X96,ONN-X96,37,39,36,-122,-25,-12,37,17,60,-121,-50,-60,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1028,SanJose,SanFrancisco,F1027,Auto,SSMF,77.16,16.2036,0,1680,0.058,0.5,0.25,0.25,0,16.2036,1680,0.058,0.5,,ONN-X96,ONN-X96,37,17,60,-121,-50,-60,37,39,36,-122,-25,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1029,SanJose,S0421-1,F1030,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,ONN-X96,OLR,37,17,60,-121,-50,-60,36,49,6,-121,-31,-9,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1030,S0421-1,SanJose,F1029,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,OLR,ONN-X96,36,49,6,-121,-31,-9,37,17,60,-121,-50,-60,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0729,S0300-1,SantaBarbara,F0730,Auto,SSMF,70.68,14.8428,0,1680,0.058,0.5,0.25,0.25,0,14.8428,1680,0.058,0.5,,OLR,ONN-X96,34,15,30,-119,-7,-50,34,25,48,-119,-43,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0730,SantaBarbara,S0300-1,F0729,Auto,SSMF,70.68,14.8428,0,1680,0.058,0.5,0.25,0.25,0,14.8428,1680,0.058,0.5,,ONN-X96,OLR,34,25,48,-119,-43,-12,34,15,30,-119,-7,-50,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1039,S0425-1,SantaBarbara,F1040,Auto,SSMF,46.99,9.8679,0,1680,0.058,0.5,0.25,0.25,0,9.8679,1680,0.058,0.5,,OLR,ONN-X96,34,59,25,-120,-5,-39,34,25,48,-119,-43,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1040,SantaBarbara,S0425-1,F1039,Auto,SSMF,46.99,9.8679,0,1680,0.058,0.5,0.25,0.25,0,9.8679,1680,0.058,0.5,,ONN-X96,OLR,34,25,48,-119,-43,-12,34,59,25,-120,-5,-39,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0831,S0341-1,Scranton,F0832,Auto,SSMF,39.58,8.3118,0,1680,0.058,0.5,0.25,0.25,0,8.3118,1680,0.058,0.5,,OLR,ONN-X96,41,17,56,-74,-56,-33,41,23,60,-75,-40,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0832,Scranton,S0341-1,F0831,Auto,SSMF,39.58,8.3118,0,1680,0.058,0.5,0.25,0.25,0,8.3118,1680,0.058,0.5,,ONN-X96,OLR,41,23,60,-75,-40,-12,41,17,56,-74,-56,-33,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0917,S0374-1,Scranton,F0918,Auto,SSMF,33.41,7.0161,0,1680,0.058,0.5,0.25,0.25,0,7.0161,1680,0.058,0.5,,OLR,ONN-X96,40,56,43,-75,-36,-34,41,23,60,-75,-40,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0918,Scranton,S0374-1,F0917,Auto,SSMF,33.41,7.0161,0,1680,0.058,0.5,0.25,0.25,0,7.0161,1680,0.058,0.5,,ONN-X96,OLR,41,23,60,-75,-40,-12,40,56,43,-75,-36,-34,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0951,S0388-1,Scranton,F0952,Auto,SSMF,73.57,15.4497,0,1680,0.058,0.5,0.25,0.25,0,15.4497,1680,0.058,0.5,,OLR,ONN-X96,41,17,11,-76,-24,-60,41,23,60,-75,-40,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F0952,Scranton,S0388-1,F0951,Auto,SSMF,73.57,15.4497,0,1680,0.058,0.5,0.25,0.25,0,15.4497,1680,0.058,0.5,,ONN-X96,OLR,41,23,60,-75,-40,-12,41,17,11,-76,-24,-60,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1041,Scranton,S0426-1,F1042,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,ONN-X96,OLR,41,23,60,-75,-40,-12,41,58,33,-75,-56,-50,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
F1042,S0426-1,Scranton,F1041,Auto,SSMF,80.0,16.8,0,1680,0.058,0.5,0.25,0.25,0,16.8,1680,0.058,0.5,,OLR,ONN-X96,41,58,33,-75,-56,-50,41,23,60,-75,-40,-12,5.1,5.1,hiT 7300+,hiT 7300+,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,
